English,French,Fulfulde
"With reference to immediate strengthening of the common policy of the European Union (EU) regarding Burma, by encouraging a blanket prohibition, under Council Regulation (EC) No 1853/2004, on making new investments or extending loans to Burmese state-owned enterprises, Parliament called for a high-ranking EU envoy to be appointed to work towards securing the release of the political prisoners, and for the development of a comprehensive EU strategy on Burma enabling humanitarian aid to be delivered to the local people from within the country, and to bring about a transition to democracy and respect for human rights.","Rappelant le renforcement immédiat de la politique commune de l'Union européenne à l'égard du Myanmar, à travers notamment la mise en place d'une interdiction générale, en vertu du règlement (CE) n° 1853/2004 du Conseil, de réaliser de nouveaux investissements ou d'étendre des prêts aux entreprises d'État du Myanmar, le Parlement demande, d'une part, la nomination d'un envoyé de haut rang de l'UE chargé de travailler à la libération des chefs politiques détenus et, d'autre part, la mise en place d'une stratégie globale de l'Union à l'égard du pays permettant de fournir l'aide humanitaire à la population locale de l'intérieur du pays et d'induire une transition vers la démocratie et le respect des droits de l'homme.",
"16 percent of cases in which the paying parent's income was equal to or greater than $150,000, and",16 % des cas où le revenu du parent débiteur était égal ou supérieur à 150000$,
Go on.,Lis.,
"- Hey, yourself.",- Salut à vous.,
- This is melinda and-- - ned.,"Voici Melinda, et... - Ned.",
The Summit offers a great opportunity for us to come together to discuss the rapidly evolving environment in which we all work—and how it is all changing.,Le sommet représente une excellente occasion de nous rassembler afin de discuter de l’évolution rapide du contexte dans lequel nous travaillons—et comment tout est en train de changer.,
I'll protect you.,Je vous protégerais.,
"Unemployment or exclusion from the work force also has serious consequences for society as a whole. [8] In the current economic context, there is the risk that a particular fatalistic outlook will become so pervasive that it will be considered normal that thousands are unemployed.",Le chômage ou l’exclusion du monde du travail ont aussi de graves conséquences pour la société tout entière[8]. Dans le contexte économique actuel risque de s’installer un certain fatalisme qui amène à voir comme normal le fait que des milliers de personnes n’aient pas d’emploi.,
"Manager, Operational Services Tel.: (902) 426-2086 Québec Region Customs and Excise 130 Dalhousie Street P.O. Box 2267 Québec, Québec G1K 7P6 Attention:",": (902) 426-2086 Région de Québec Douanes et Accise 130, rue Dalhousie C.P. 2267 Québec (Québec) G1K 7P6 À l'attention du gestionnaire des Services opérationnels Tél.",
I just got off a plane.,"Moi, je débarque",
I mean twin beds.,- Je parle de lits jumeaux.,
Health Products and Food Branch Inspectorate - Drug Compliance Verification & Investigation Unit (DCVIU)?E-mail:,Inspectorat de la Direction générale des produits de santé et des aliments - Enquête et vérification de conformité des drogues (UVCEM)?Courriel:,
"You got a good heart, Cam, but you gotta be careful.","Tu as bon coeur, Cam, mais fais attention à toi.",
What was this?,"Et ça, c'était quoi ?",
"Before activities began in 2004, about 700farmers were producing only 50 tons of cocoa.","Avant le démarrage des activités, en 2004, 700agriculteurs environ ne parvenaient à produire que 50 tonnes de cacao.",
Proof of value,Justificatifs valeur,
It seems that the fire started in the telephone box.,Il semble que le feu ait commencé dans le poste téléphonique.,
"Yeah. I mean, Pacey's a doofus, but, you know, he has his moments.","Pacey est bien marrant, mais il est pénible parfois.",
Dr. Fleishman is threatening to kill himself.,Vous devez intervenir. Le Dr Fleishman menace de se suicider.,
Les sols font partie de notre quotidien.,Les sols font partie de notre quotidien.,
"Without prejudice to the obligations defined by Directive 91/414/EEC as a consequence of including an active substance in Annex I, Member States should be allowed a period of six months after inclusion to review existing authorisations of plant protection products containing flusilazole to ensure that the requirements laid down by Directive 91/414/EEC, in particular in its Article 13 and the relevant conditions set out in Annex I, are satisfied. Member States should vary, replace or withdraw, as appropriate, existing authorisations in accordance with the provisions of Directive 91/414/EEC.","Sans préjudice des obligations prévues par la directive 91/414/CEE en cas d'inscription d'une substance active à l'annexe I, les États membres doivent disposer d'un délai de six mois après l'inscription pour réexaminer les autorisations existantes des produits phytopharmaceutiques contenant du flusilazole, afin de garantir le respect des dispositions de la directive 91/414/CEE, notamment de son article 13 et des conditions applicables fixées à l'annexe I. Selon le cas, les États membres doivent modifier, remplacer ou retirer les autorisations existantes, conformément aux dispositions de la directive 91/414/CEE.",
"If groups or populations of humpbacks are exposed to well-behaving vessels and that exposure is gradual, they may show an increase in investigative behaviour toward vessels (Watkins 1986).","Si un groupe ou une population de rorquals à bosses est exposé à des bateaux respectueux des animaux et que cette exposition est graduelle, les rorquals, curieux, peuvent s'approcher plus souvent des bateaux (Watkins, 1986).",
"Finally, the system classifies each fuelbed by calculating fire potentials that provide an index of the intrinsic capacity of each fuelbed to support surface fire behavior, support crown fire, and provide fuels for flaming, smoldering, and residual consumption.","Sandberg, D.V., and Ottmar, R.D. 1983. Slash burning and fuel consumption in Douglas-fir subregion.",
It is more likely to be a budget for architecture.,Ce sera plutôt un budget pour l'architecture.,
French: http://www.oecd.org/dataoecd/15/48/2388541.pdf Korea (Phase 2) English: http://www.oecd.org/dataoecd/17/13/33910834.pdf,Français: http://www.oecd.org/dataoecd/7/20/35108439.pdf Japon (Phase 1) Anglais: http://www.oecd.org/dataoecd/15/21/2387870.pdf,
This is part of creating a team spirit and commitment and loyalty to the company's brand.,"C'est ainsi que l'on crée un esprit d'équipe, un attachement à l'image de marque de l'entreprise et une loyauté à son égard.",
"Increased resource mobilization by more field offices is continuing, and a special field office fund-raising strategy is under preparation.",Davantage de bureaux extérieurs continuent à mobiliser davantage de ressources et une stratégie spéciale de collecte de fonds par ces bureaux est en cours d'élaboration.,
"Hello, this is doctor Klahn.","Allô, ici le docteur Klahn.",
"In the field of patents, for example, it is disclosure (or the lack thereof) that establishes whether the condition of novelty (and of inventiveness) has been met.","Cette notion est analogue à la ""nouveauté commerciale"" qui se retrouve dans les domaines de la protection sui generis des obtentions végétales 35 et des schémas de configuration (topographies) des circuits intégrés.",
"For a while, they'll keep her and they'll raise her as one of their own until she's of an age to...",Pour quelque temps. Ils I'eleveront comme une des leurs jusqu'a ce qu'elle soit en âge de...,
Global loans Development banks,Prêts globaux Banques de développement,
"General disorders and administration site conditions Uncommon - Injection site reactions Injection site reactions (redness, swelling, itching, pain and haematoma at the injection site) may occur during treatment with insulin.","Troubles généraux et anomalies au site d’ administration Peu fréquent - Réactions au site d’ injection Des réactions au site d’ injection (rougeur, tuméfaction, démangeaisons, douleur et hématome au site d’ injection) peuvent survenir au cours de l'insulinothérapie.",
